cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,19,19,0.0,100000000456947100;100000003265658100;100000003349739100,"гипотеза: 19 seed без переводов от 5 000 ₸ внутри банка — вне сети, нужны данные других банков"
1,275,1,30053707.39,100000004299488100;100000007055802100;100000008477350100,"гипотеза: веерная раздача: 9 распределитель(я), 275 узлов, оборот 30,1 млн ₸"
2,270,1,10178044.0,100000001697501100;100000002578405100;100000002527114100,"гипотеза: веерная раздача: 3 распределитель(я), 270 узлов, оборот 10,2 млн ₸"
3,142,5,19232090.0,100000001072022100;100000001527186100;100000003684369100,"гипотеза: сбор денег от 5 курьеров: точка сбора 100000001072022100 (точка консолидации), внутренний оборот 19,2 млн ₸"
4,127,7,18414962.28,100000002173161100;100000000706545100;100000005660203100,"гипотеза: сбор денег от 7 курьеров: точка сбора 100000002173161100 (точка консолидации), внутренний оборот 18,4 млн ₸"
5,126,0,24907250.33,100000006889963100;100000001330685100;100000008560717100,"гипотеза: веерная раздача: 2 распределитель(я), 126 узлов, оборот 24,9 млн ₸"
6,126,0,16339904.0,100000008603629100;100000003880331100;100000002723538100,"гипотеза: веерная раздача: 3 распределитель(я), 126 узлов, оборот 16,3 млн ₸"
7,117,0,25092918.0,100000002849158100;100000008710791100;100000002718366100,"гипотеза: веерная раздача: 8 распределитель(я), 117 узлов, оборот 25,1 млн ₸"
8,106,0,6254194.67,100000007998965100;100000005578559100;100000005704413100,"гипотеза: веерная раздача: 4 распределитель(я), 106 узлов, оборот 6,3 млн ₸"
9,81,2,10311248.61,100000002894076100;100000002838861100;100000003071930100,"гипотеза: сбор денег от 2 курьеров: точка сбора 100000002894076100 (точка консолидации), внутренний оборот 10,3 млн ₸"
10,65,3,9399820.0,100000004015047100;100000001411870100;100000005514161100,"гипотеза: сбор денег от 3 курьеров: точка сбора 100000004015047100 (точка консолидации), внутренний оборот 9,4 млн ₸"
11,53,1,5947339.0,100000003115284100;100000008730846100;100000000343175100,"гипотеза: веерная раздача: 1 распределитель(я), 53 узлов, оборот 5,9 млн ₸"
12,51,1,2950313.0,100000002679516100;100000002973903100;100000003265158100,"гипотеза: веерная раздача: 1 распределитель(я), 51 узлов, оборот 3,0 млн ₸"
13,51,0,13990812.0,100000008512827100;100000008742053100;100000001282143100,"гипотеза: веерная раздача: 3 распределитель(я), 51 узлов, оборот 14,0 млн ₸"
14,47,3,3938421.0,100000008346837100;100000000489417100;100000004004621100,"гипотеза: сбор денег от 3 курьеров: точка сбора 100000008346837100 (кандидат в координаторы), внутренний оборот 3,9 млн ₸"
15,44,0,10215968.84,100000002605308100;100000005933757100;100000001937767100,"гипотеза: веерная раздача: 1 распределитель(я), 44 узлов, оборот 10,2 млн ₸"
16,41,3,4888834.28,100000004156082100;100000008418835100;100000004820260100,"гипотеза: сбор денег от 3 курьеров: точка сбора 100000004156082100 (кандидат в координаторы), внутренний оборот 4,9 млн ₸"
17,41,0,5151924.19,100000003242289100;100000008413748100;100000005530114100,"гипотеза: веерная раздача: 2 распределитель(я), 41 узлов, оборот 5,2 млн ₸"
18,30,0,8045494.0,100000008743913100;100000001887715100;100000008710843100,"гипотеза: веерная раздача: 2 распределитель(я), 30 узлов, оборот 8,0 млн ₸"
19,30,1,6513430.0,100000007594394100;100000003854444100;100000008546855100,"гипотеза: веерная раздача: 1 распределитель(я), 30 узлов, оборот 6,5 млн ₸"
20,26,14,2289450.0,100000005382566100;100000008516839100;100000005523088100,"гипотеза: сбор денег от 14 курьеров: точка сбора 100000005382566100 (точка консолидации), внутренний оборот 2,3 млн ₸"
21,20,0,617900.0,100000002448088100;100000003154105100;100000001427082100,гипотеза: периферийная группа: 20 узлов со слабыми связями
22,18,0,3422800.0,100000003701161100;100000008137435100;100000002267998100,гипотеза: периферийная группа: 18 узлов со слабыми связями
23,17,1,2977887.0,100000004144536100;100000004160650100;100000001330595100,"гипотеза: веерная раздача: 1 распределитель(я), 17 узлов, оборот 3,0 млн ₸"
24,17,1,21586840.0,100000003835149100;100000002224132100;100000000594783100,гипотеза: периферийная группа: 17 узлов со слабыми связями
25,16,0,4463934.85,100000007629096100;100000003747133100;100000007639767100,гипотеза: периферийная группа: 16 узлов со слабыми связями
26,15,0,3626010.0,100000000791285100;100000006704530100;100000008461532100,гипотеза: периферийная группа: 15 узлов со слабыми связями
27,15,0,850450.0,100000001526235100;100000002472632100;100000001788284100,гипотеза: периферийная группа: 15 узлов со слабыми связями
28,14,0,2064724.0,100000008603331100;100000002032323100;100000008003034100,гипотеза: периферийная группа: 14 узлов со слабыми связями
29,14,0,1605604.0,100000008213966100;100000000838385100;100000004407753100,гипотеза: периферийная группа: 14 узлов со слабыми связями
30,13,1,1392916.0,100000001380054100;100000006232815100;100000003164661100,гипотеза: периферийная группа: 13 узлов со слабыми связями
31,13,0,6748650.0,100000000673868100;100000007442518100;100000008258083100,гипотеза: оседание средств: 7 конечных получателей из 13
32,11,0,3784703.0,100000003004487100;100000003557488100;100000002175422100,гипотеза: периферийная группа: 11 узлов со слабыми связями
33,10,0,1727065.0,100000005519998100;100000004336312100;100000004017410100,гипотеза: транзитная цепочка: 3 транзитных узлов из 10
34,10,0,322010.0,100000008172352100;100000000993112100;100000007322059100,гипотеза: периферийная группа: 10 узлов со слабыми связями
35,9,0,1406982.0,100000002217161100;100000007647294100;100000001445848100,гипотеза: периферийная группа: 9 узлов со слабыми связями
36,8,0,389000.0,100000005507142100;100000001825934100;100000002612809100,гипотеза: периферийная группа: 8 узлов со слабыми связями
37,8,0,2473417.91,100000004906181100;100000008175078100;100000008675322100,гипотеза: периферийная группа: 8 узлов со слабыми связями
38,7,3,4442461.0,100000003404627100;100000001732159100;100000008637537100,"гипотеза: сбор денег от 3 курьеров: точка сбора 100000003404627100 (точка консолидации), внутренний оборот 4,4 млн ₸"
39,7,0,1765600.0,100000007392365100;100000007865484100;100000008551752100,гипотеза: периферийная группа: 7 узлов со слабыми связями
40,7,0,143000.0,100000004508696100;100000005911352100;100000000507799100,гипотеза: периферийная группа: 7 узлов со слабыми связями
41,7,0,3077000.0,100000002241986100;100000001053894100;100000002594214100,гипотеза: периферийная группа: 7 узлов со слабыми связями
42,7,0,1268308.0,100000008011159100;100000006169033100;100000006232642100,гипотеза: периферийная группа: 7 узлов со слабыми связями
43,6,1,275885.0,100000005895525100;100000002462183100;100000005485830100,гипотеза: периферийная группа: 6 узлов со слабыми связями
44,6,1,1615030.0,100000008751429100;100000008736940100;100000005456919100,гипотеза: транзитная цепочка: 3 транзитных узлов из 6
45,6,0,720900.0,100000008761219100;100000007472293100;100000006638021100,гипотеза: периферийная группа: 6 узлов со слабыми связями
46,6,1,383300.0,100000005546031100;100000004094958100;100000004331458100,гипотеза: транзитная цепочка: 3 транзитных узлов из 6
47,6,1,1527967.0,100000007939160100;100000005183943100;100000000580561100,гипотеза: периферийная группа: 6 узлов со слабыми связями
48,6,0,2540000.0,100000004479404100;100000004717647100;100000002922000100,гипотеза: периферийная группа: 6 узлов со слабыми связями
49,5,0,1138730.0,100000003321895100;100000008430691100;100000007330432100,гипотеза: периферийная группа: 5 узлов со слабыми связями
50,5,2,108007.0,100000006562026100;100000006249740100;100000006831291100,гипотеза: транзитная цепочка: 2 транзитных узлов из 5
51,5,1,2809200.0,100000004979498100;100000004135268100;100000008571433100,гипотеза: транзитная цепочка: 3 транзитных узлов из 5
52,5,0,4359000.0,100000000274067100;100000002958343100;100000002872399100,гипотеза: периферийная группа: 5 узлов со слабыми связями
53,5,0,172000.0,100000005031696100;100000004659919100;100000001223977100,гипотеза: периферийная группа: 5 узлов со слабыми связями
54,5,0,1189154.0,100000000291906100;100000004670388100;100000000291908100,гипотеза: периферийная группа: 5 узлов со слабыми связями
55,4,1,1404980.0,100000001872484100;100000008601794100;100000000785800100,гипотеза: транзитная цепочка: 2 транзитных узлов из 4
56,4,0,518000.0,100000003163886100;100000002205022100;100000000629812100,гипотеза: оседание средств: 2 конечных получателей из 4
57,4,0,460000.0,100000006069103100;100000000201868100;100000003192220100,гипотеза: транзитная цепочка: 2 транзитных узлов из 4
58,4,1,79050.0,100000003148220100;100000006888238100;100000004971871100,гипотеза: периферийная группа: 4 узлов со слабыми связями
59,4,0,1595700.0,100000001052945100;100000001131403100;100000004616845100,гипотеза: периферийная группа: 4 узлов со слабыми связями
60,4,0,832800.0,100000003159641100;100000008625905100;100000001065234100,гипотеза: периферийная группа: 4 узлов со слабыми связями
61,4,0,332709.0,100000002513028100;100000004610802100;100000002516862100,гипотеза: периферийная группа: 4 узлов со слабыми связями
62,3,0,627870.0,100000008628231100;100000004666651100;100000005664632100,гипотеза: оседание средств: 2 конечных получателей из 3
63,3,1,450816.0,100000005034574100;100000007283257100;100000004388983100,гипотеза: транзитная цепочка: 1 транзитных узлов из 3
